Event	ID	Name			Wwise Object Path	Notes
	86685327	Play_Hagi_footstepsNew			\Default Work Unit\Play_Hagi_footstepsNew	
	98439365	Play_Player_footsteps			\Default Work Unit\Play_Player_footsteps	
	402628103	Play_Interactables_Tueren			\Default Work Unit\Play_Interactables_Tueren	
	634024223	Play_Player_jumps			\Default Work Unit\Play_Player_jumps	
	678858674	Play_Hagi_attack			\Default Work Unit\Play_Hagi_attack	
	873681583	Stop_Interactables_Kistens			\Default Work Unit\Stop_Interactables_Kistens	
	879053751	Play_Hagi_footsteps_raum			\Default Work Unit\Play_Hagi_footsteps_raum	
	1032010903	Play_Interactables_Schluesselfr			\Default Work Unit\Play_Interactables_Schluesselfr	
	1097980931	testEvent			\Default Work Unit\testEvent	
	1165667864	Play_Hagi_alert			\Default Work Unit\Play_Hagi_alert	
	1279939955	Play_Interactables_Kiste_scratch			\Default Work Unit\Play_Interactables_Kiste_scratch	
	1646878680	Play_Player_sneak			\Default Work Unit\Play_Player_sneak	
	1778537052	Stop_Interactables_Kiste_stone			\Default Work Unit\Stop_Interactables_Kiste_stone	
	2126903937	Play_Hagi_hunt			\Default Work Unit\Play_Hagi_hunt	
	2450182510	Play_Player_Steinchen_aufheben			\Default Work Unit\Play_Player_Steinchen_aufheben	
	2683057547	Play_Interactables_Kiste_destroy			\Default Work Unit\Play_Interactables_Kiste_destroy	
	2975096116	Play_Interactables_Kiste			\Default Work Unit\Play_Interactables_Kiste	
	3016071988	Stop_Interactables_Kisten			\Default Work Unit\Stop_Interactables_Kisten	
	3200425469	Play_Player_Footsteps_walk_stone			\Default Work Unit\Play_Player_Footsteps_walk_stone	
	3246801117	Stop_Interactables_Tueren			\Default Work Unit\Stop_Interactables_Tueren	
	3364721325	Play_Interactables_Druckplatte			\Default Work Unit\Play_Interactables_Druckplatte	
	3671174953	Play_Player_Steinchen_aufprall			\Default Work Unit\Play_Player_Steinchen_aufprall	

Switch Group	ID	Name			Wwise Object Path	Notes
	478119480	Groundtextures			\Default Work Unit\Groundtextures	

Switch	ID	Name	Switch Group			Notes
	1000122479	surfaceGravel	Groundtextures			
	2690969981	surfaceStone	Groundtextures			
	2991489160	surfaceGrass	Groundtextures			
	3916613861	surfaceBusch	Groundtextures			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2554442747	rtpcOcclusion			\Default Work Unit\rtpcOcclusion	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	93706430	SoundSeed Air Woosh	SoundSeed Air Woosh		\Actor-Mixer Hierarchy\Default Work Unit\Interactables\Interactables_Druckplatte\woosh\SoundSeed Air Woosh	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	104389191	Playersteps_Kiesel7	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel7_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_kiesel\Playersteps_Kiesel7		99820
	113292309	Playersteps_Steinplatte2	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Steinplatte2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_stone\Playersteps_Steinplatte2		92012
	120847297	Playerjump_Gras3	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Gras3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_grass\Playerjump_Gras3		211736
	122495928	Hagibaer_Fs_Kiesel1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Kiesel1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_gravel\Hagibaer_Fs_Kiesel1		226764
	131914269	Playersteps_Kiesel6s	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel6s_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_kiesel\Playersteps_Kiesel6s		115168
	137521643	Playersteps_Gras3s	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Gras3s_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_grass\Playersteps_Gras3s		125552
	144498943	Playersteps_Gras8s	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Gras8s_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_grass\Playersteps_Gras8s		98900
	149907379	Playerjump_Busch3	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Busch3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_busch\Playerjump_Busch3		127088
	158972996	Hagibaer_Fs_Gras6	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Gras6_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_grass\Hagibaer_Fs_Gras6		281980
	168026292	Playersteps_Kiesel5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_kiesel\Playersteps_Kiesel5		97016
	185105243	Playerjump_Kiesel6	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Kiesel6_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_kiesel\Playerjump_Kiesel6		209764
	187638891	Playersteps_Gras7	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Gras7_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_grass\Playersteps_Gras7		123328
	188865465	Kiste_ScratchVonHagi	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Kiste_ScratchVonHagi_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactables\Interactables_Kiste_scratch\Kiste_ScratchVonHagi		107172
	203266421	Playersteps_Busch6	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Busch6_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_busch\Playersteps_Busch6		116576
	207431544	Playersteps_Busch_mixdown	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Busch_mixdown_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_busch\Playersteps_Busch_mixdown		111320
	230146194	Hagibaer_Fs_Gras8	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Gras8_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_grass\Hagibaer_Fs_Gras8		274756
	234959746	Playersneak_Busch2	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersneak_Busch2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_busch\Playersneak_Busch2		126212
	241092223	Door	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Door_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactables\Interactables_Tueren\Door		982148
	245966026	Kiste_Schieben3	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Kiste_Schieben3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactables\Interactables_Kiste\Interactables_Kiste_grass\Kiste_Schieben3		860748
	247212520	Hagibaer_Fs_Kiesel4	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Kiesel4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_gravel\Hagibaer_Fs_Kiesel4		233848
	257925673	Hagibaer_schnaufen	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_schnaufen_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_alert\Hagibaer_schnaufen		613200
	261597368	Playerjump_Kiesel7	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Kiesel7_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_kiesel\Playerjump_Kiesel7		167128
	265067354	Hagibaer_Fs_Steinplatte3	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Steinplatte3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_stone\Hagibaer_Fs_Steinplatte3		138984
	266415452	Playersneak_Busch5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersneak_Busch5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_busch\Playersneak_Busch5		114824
	269313298	Playersteps_Kiesel8	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel8_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_kiesel\Playersteps_Kiesel8		150656
	272748376	Steinchen_Aufprall3	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Steinchen_Aufprall3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Steinchen\Player_Steinchen_aufprall\Steinchen_Aufprall3		183124
	280341370	Hagibaer_Fs_Gras7	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Gras7_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_grass\Hagibaer_Fs_Gras7		262728
	285240051	Hagibaer_Fs_Steinplatte6	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Steinplatte6_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_stone\Hagibaer_Fs_Steinplatte6		165400
	314666379	foundationelements_1623_paving_stone_move	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\foundationelements_1623_paving_stone_move_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactables\Interactables_Druckplatte\stone\foundationelements_1623_paving_stone_move		59408
	316147558	Hagibaer_Fs_Steinplatte5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Steinplatte5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_stone\Hagibaer_Fs_Steinplatte5		150060
	338413626	Playersteps_Busch9	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Busch9_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_busch\Playersteps_Busch9		111320
	345755877	Playersteps_Kiesel3s	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel3s_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_kiesel\Playersteps_Kiesel3s		108500
	357607925	Playerjump_Busch1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Busch1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_busch\Playerjump_Busch1		137820
	359092535	Playersteps_Kiesel1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_kiesel\Playersteps_Kiesel1		103396
	363910679	Playersteps_Busch4	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Busch4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_busch\Playersteps_Busch4		108692
	365323086	Steinchen_Aufprall2	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Steinchen_Aufprall2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Steinchen\Player_Steinchen_aufprall\Steinchen_Aufprall2		153276
	377787644	Hagibaer_Fs_Busch5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Busch5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_busch\Hagibaer_Fs_Busch5		266904
	381985465	Playersteps_Gras4	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Gras4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_grass\Playersteps_Gras4		129160
	404194589	Steinchen_Aufprall4	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Steinchen_Aufprall4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Steinchen\Player_Steinchen_aufprall\Steinchen_Aufprall4		141340
	406166912	Hagibaer_Fs_Busch2	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Busch2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_busch\Hagibaer_Fs_Busch2		250320
	410825152	Playerjump_Gras4	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Gras4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_grass\Playerjump_Gras4		226588
	419385542	Hagibaer_Fs_Gras5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Gras5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_grass\Hagibaer_Fs_Gras5		260720
	424749875	Playerjump_Steinplatte5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Steinplatte5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_stone\Playerjump_Steinplatte5		239928
	427898294	Hagibaer_Fs_Gras4	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Gras4_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_grass\Hagibaer_Fs_Gras4		196048
	436322829	Playersteps_Gras1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Gras1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_grass\Playersteps_Gras1		164008
	444818352	Playersteps_Kiesel6	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel6_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_kiesel\Playersteps_Kiesel6		115168
	456883266	Playerjump_Busch2	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Busch2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_busch\Playerjump_Busch2		121828
	466367313	Hagibaer_Fs_Steinplatte7	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Steinplatte7_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_stone\Hagibaer_Fs_Steinplatte7		175632
	496078229	Playerjump_Kiesel2	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playerjump_Kiesel2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_jumps\Player_jumps_kiesel\Playerjump_Kiesel2		208416
	507415033	Hagibaer_Fs_Kiesel3	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Kiesel3_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_gravel\Hagibaer_Fs_Kiesel3		214300
	516846828	Steinchen_Aufprall5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Steinchen_Aufprall5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Steinchen\Player_Steinchen_aufprall\Steinchen_Aufprall5		169196
	517769603	Playersteps_Steinplatte6s	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Steinplatte6s_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_stone\Playersteps_Steinplatte6s		90412
	531982696	Playersteps_Gras2	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Gras2_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_grass\Playersteps_Gras2		150712
	534125331	Playersneak_Busch1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersneak_Busch1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_busch\Playersneak_Busch1		156000
	540530326	Playersteps_Steinplatte5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Steinplatte5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_stone\Playersteps_Steinplatte5		88108
	541830790	Hagibaer_Fs_Gras1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Gras1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_grass\Hagibaer_Fs_Gras1		211284
	542584911	Hagibaer_Fs_Busch6	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Fs_Busch6_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_footsteps\Hagi_footstep_busch\Hagibaer_Fs_Busch6		263888
	549560690	Steinchen_aufheben1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Steinchen_aufheben1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Steinchen\Player_Steinchen_aufheben\Steinchen_aufheben1		158144
	550345605	Playersteps_Kiesel4s	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Kiesel4s_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_kiesel\Playersteps_Kiesel4s		141668
	551212603	Playersteps_Gras2s	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Gras2s_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_sneak\Player_sneak_grass\Playersteps_Gras2s		150712
	552032150	Hagibaer_Bruellen1	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Hagibaer_Bruellen1_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Hagi\Hagi_attack\Hagibaer_Bruellen1		1218032
	553876457	Playersteps_Busch5	C:\Schule\SJ1819\Jahresprojekt\MinoWwise\MinoWwise\.cache\Windows\SFX\Playersteps_Busch5_56D34C19.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_footsteps\Player_Footsteps_walk_busch\Playersteps_Busch5		114824
